Date,State,District,Pincode,Age_0_5,Age_5_17,Age_18_greater
27-12-2025,Rajasthan,Ajmer,305412,3,0,0
27-12-2025,Rajasthan,Ajmer,305415,1,1,0
27-12-2025,Rajasthan,Ajmer,305601,4,0,0
27-12-2025,Rajasthan,Ajmer,305627,2,0,0
27-12-2025,Rajasthan,Ajmer,305811,3,1,0
31-12-2025,Rajasthan,Ajmer,305003,1,2,0
31-12-2025,Rajasthan,Ajmer,305024,1,1,0
31-12-2025,Rajasthan,Ajmer,305202,3,3,0
31-12-2025,Rajasthan,Ajmer,305412,9,6,0
31-12-2025,Rajasthan,Ajmer,305801,15,12,0
31-12-2025,Rajasthan,Ajmer,305901,24,8,0
31-12-2025,Rajasthan,Ajmer,305923,0,1,0
1/1/2026,Rajasthan,Ajmer,305001,35,15,0
1/1/2026,Rajasthan,Ajmer,305025,6,1,0
1/1/2026,Rajasthan,Ajmer,305203,3,0,0
1/1/2026,Rajasthan,Ajmer,305204,6,3,0
1/1/2026,Rajasthan,Ajmer,305206,4,2,0
1/1/2026,Rajasthan,Ajmer,305412,3,7,0
1/1/2026,Rajasthan,Ajmer,305625,0,1,0
1/1/2026,Rajasthan,Ajmer,305627,1,0,1
1/1/2026,Rajasthan,Ajmer,305802,7,4,0
1/1/2026,Rajasthan,Ajmer,305901,19,8,0
1/1/2026,Rajasthan,Ajmer,305923,1,0,0
2/1/2026,Rajasthan,Ajmer,305002,0,0,1
2/1/2026,Rajasthan,Ajmer,305404,4,4,0
2/1/2026,Rajasthan,Ajmer,305408,1,0,0
2/1/2026,Rajasthan,Ajmer,305621,2,0,0
2/1/2026,Rajasthan,Ajmer,305623,13,5,0
2/1/2026,Rajasthan,Ajmer,305625,1,0,0
2/1/2026,Rajasthan,Ajmer,305815,2,2,0
2/1/2026,Rajasthan,Ajmer,305901,13,6,0
3/1/2026,Rajasthan,Ajmer,305001,1,4,0
3/1/2026,Rajasthan,Ajmer,305404,0,1,0
3/1/2026,Rajasthan,Ajmer,305812,0,1,0
3/1/2026,Rajasthan,Ajmer,305814,0,2,0
3/1/2026,Rajasthan,Ajmer,305815,0,1,0
9/6/2025,Rajasthan,Ajmer,305401,3,1,0
9/6/2025,Rajasthan,Ajmer,305403,1,0,0
9/6/2025,Rajasthan,Ajmer,305407,4,3,0
9/6/2025,Rajasthan,Ajmer,305412,0,2,0
9/6/2025,Rajasthan,Ajmer,305601,2,1,0
9/6/2025,Rajasthan,Ajmer,305628,2,0,0
9/6/2025,Rajasthan,Ajmer,305923,1,1,0
10/6/2025,Rajasthan,Ajmer,305001,20,8,1
10/6/2025,Rajasthan,Ajmer,305201,1,0,0
10/6/2025,Rajasthan,Ajmer,305202,0,2,0
10/6/2025,Rajasthan,Ajmer,305628,1,0,0
10/6/2025,Rajasthan,Ajmer,305811,1,1,0
10/6/2025,Rajasthan,Ajmer,305925,5,1,0
11/6/2025,Rajasthan,Ajmer,305023,2,1,0
11/6/2025,Rajasthan,Ajmer,305202,1,2,0
11/6/2025,Rajasthan,Ajmer,305204,8,1,0
11/6/2025,Rajasthan,Ajmer,305206,3,0,0
11/6/2025,Rajasthan,Ajmer,305404,2,0,0
11/6/2025,Rajasthan,Ajmer,305623,6,5,0
11/6/2025,Rajasthan,Ajmer,305625,0,1,0
11/6/2025,Rajasthan,Ajmer,305812,1,0,0
11/6/2025,Rajasthan,Ajmer,305814,1,2,0
11/6/2025,Rajasthan,Ajmer,305923,1,0,0
13-06-2025,Rajasthan,Ajmer,305022,2,0,0
13-06-2025,Rajasthan,Ajmer,305204,5,1,0
13-06-2025,Rajasthan,Ajmer,305206,2,1,0
13-06-2025,Rajasthan,Ajmer,305405,1,0,0
13-06-2025,Rajasthan,Ajmer,305601,0,4,0
13-06-2025,Rajasthan,Ajmer,305629,0,1,0
13-06-2025,Rajasthan,Ajmer,305801,9,5,0
13-06-2025,Rajasthan,Ajmer,305814,2,0,0
13-06-2025,Rajasthan,Ajmer,305819,0,1,0
13-06-2025,Rajasthan,Ajmer,305926,1,4,0
13-06-2025,Rajasthan,Ajmer,305927,6,0,0
12/6/2025,Rajasthan,Ajmer,305001,17,4,1
12/6/2025,Rajasthan,Ajmer,305402,1,0,0
12/6/2025,Rajasthan,Ajmer,305403,1,1,0
12/6/2025,Rajasthan,Ajmer,305405,1,0,0
12/6/2025,Rajasthan,Ajmer,305406,1,0,0
12/6/2025,Rajasthan,Ajmer,305627,1,1,0
12/6/2025,Rajasthan,Ajmer,305901,9,4,0
12/6/2025,Rajasthan,Ajmer,305922,1,0,0
12/6/2025,Rajasthan,Ajmer,305925,4,1,0
14-06-2025,Rajasthan,Ajmer,305023,3,0,1
14-06-2025,Rajasthan,Ajmer,305025,7,4,0
14-06-2025,Rajasthan,Ajmer,305202,3,2,0
14-06-2025,Rajasthan,Ajmer,305415,1,2,0
14-06-2025,Rajasthan,Ajmer,305621,0,1,0
14-06-2025,Rajasthan,Ajmer,305811,1,1,0
14-06-2025,Rajasthan,Ajmer,305812,0,1,0
14-06-2025,Rajasthan,Ajmer,305924,1,0,0
15-06-2025,Rajasthan,Ajmer,305002,1,0,0
15-06-2025,Rajasthan,Ajmer,305801,1,0,0
15-06-2025,Rajasthan,Ajmer,305812,1,0,0
15-06-2025,Rajasthan,Ajmer,305813,0,1,0
16-06-2025,Rajasthan,Ajmer,305001,13,5,0
16-06-2025,Rajasthan,Ajmer,305022,3,0,0
16-06-2025,Rajasthan,Ajmer,305024,1,0,0
16-06-2025,Rajasthan,Ajmer,305206,1,0,0
16-06-2025,Rajasthan,Ajmer,305207,4,1,0
16-06-2025,Rajasthan,Ajmer,305401,0,1,0
16-06-2025,Rajasthan,Ajmer,305405,1,0,0
16-06-2025,Rajasthan,Ajmer,305406,4,0,0
16-06-2025,Rajasthan,Ajmer,305622,1,1,0
16-06-2025,Rajasthan,Ajmer,305623,4,5,0
16-06-2025,Rajasthan,Ajmer,305625,0,1,0
16-06-2025,Rajasthan,Ajmer,305801,8,5,0
16-06-2025,Rajasthan,Ajmer,305816,0,1,0
18-06-2025,Rajasthan,Ajmer,305007,1,0,0
18-06-2025,Rajasthan,Ajmer,305022,2,2,0
18-06-2025,Rajasthan,Ajmer,305204,1,0,0
18-06-2025,Rajasthan,Ajmer,305401,3,1,0
18-06-2025,Rajasthan,Ajmer,305405,2,1,0
18-06-2025,Rajasthan,Ajmer,305412,3,2,0
18-06-2025,Rajasthan,Ajmer,305622,1,0,0
18-06-2025,Rajasthan,Ajmer,305628,0,1,0
18-06-2025,Rajasthan,Ajmer,305922,1,1,0
18-06-2025,Rajasthan,Ajmer,305923,1,0,0
18-06-2025,Rajasthan,Ajmer,305926,0,1,0
19-06-2025,Rajasthan,Ajmer,305021,3,0,0
19-06-2025,Rajasthan,Ajmer,305206,0,2,1
19-06-2025,Rajasthan,Ajmer,305415,1,1,0
19-06-2025,Rajasthan,Ajmer,305623,18,6,0
19-06-2025,Rajasthan,Ajmer,305901,14,6,0
19-06-2025,Rajasthan,Ajmer,305925,1,1,0
17-06-2025,Rajasthan,Ajmer,305001,19,9,0
17-06-2025,Rajasthan,Ajmer,305002,0,1,0
17-06-2025,Rajasthan,Ajmer,305004,1,0,0
17-06-2025,Rajasthan,Ajmer,305005,0,0,2
17-06-2025,Rajasthan,Ajmer,305401,1,0,0
17-06-2025,Rajasthan,Ajmer,305404,2,5,0
17-06-2025,Rajasthan,Ajmer,305407,2,1,0
17-06-2025,Rajasthan,Ajmer,305415,0,2,0
17-06-2025,Rajasthan,Ajmer,305621,0,1,0
17-06-2025,Rajasthan,Ajmer,305801,11,9,0
17-06-2025,Rajasthan,Ajmer,305802,3,1,0
17-06-2025,Rajasthan,Ajmer,305926,1,3,0
3/9/2025,Rajasthan,Ajmer,305001,13,3,1
3/9/2025,Rajasthan,Ajmer,305023,3,0,0
3/9/2025,Rajasthan,Ajmer,305025,3,2,1
3/9/2025,Rajasthan,Ajmer,305202,3,0,0
3/9/2025,Rajasthan,Ajmer,305207,1,1,0
3/9/2025,Rajasthan,Ajmer,305601,1,3,0
3/9/2025,Rajasthan,Ajmer,305811,1,0,0
2/9/2025,Rajasthan,Ajmer,305001,9,9,0
2/9/2025,Rajasthan,Ajmer,305005,1,0,0
2/9/2025,Rajasthan,Ajmer,305023,2,0,0
2/9/2025,Rajasthan,Ajmer,305621,3,1,0
2/9/2025,Rajasthan,Ajmer,305922,0,2,0
1/9/2025,Rajasthan,Ajmer,305204,2,0,0
1/9/2025,Rajasthan,Ajmer,305206,2,0,0
1/9/2025,Rajasthan,Ajmer,305403,2,0,0
1/9/2025,Rajasthan,Ajmer,305405,2,1,0
1/9/2025,Rajasthan,Ajmer,305922,3,1,0
6/9/2025,Rajasthan,Ajmer,305001,10,2,0
6/9/2025,Rajasthan,Ajmer,305203,1,0,0
6/9/2025,Rajasthan,Ajmer,305621,2,0,0
6/9/2025,Rajasthan,Ajmer,305819,1,0,0
5/9/2025,Rajasthan,Ajmer,305404,5,0,0
5/9/2025,Rajasthan,Ajmer,305407,4,0,0
5/9/2025,Rajasthan,Ajmer,305627,2,0,0
5/9/2025,Rajasthan,Ajmer,305802,1,0,0
5/9/2025,Rajasthan,Ajmer,305814,4,0,0
4/9/2025,Rajasthan,Ajmer,305404,4,1,0
4/9/2025,Rajasthan,Ajmer,305415,3,0,0
4/9/2025,Rajasthan,Ajmer,305624,6,2,0
4/9/2025,Rajasthan,Ajmer,305814,6,1,0
4/9/2025,Rajasthan,Ajmer,305927,1,0,0
7/9/2025,Rajasthan,Ajmer,305401,1,0,0
7/9/2025,Rajasthan,Ajmer,305412,6,4,0
7/9/2025,Rajasthan,Ajmer,305623,3,3,0
7/9/2025,Rajasthan,Ajmer,305802,1,0,0
9/9/2025,Rajasthan,Ajmer,305205,3,1,0
9/9/2025,Rajasthan,Ajmer,305408,1,0,0
9/9/2025,Rajasthan,Ajmer,305627,3,2,0
9/9/2025,Rajasthan,Ajmer,305801,14,5,0
9/9/2025,Rajasthan,Ajmer,305811,3,1,0
9/9/2025,Rajasthan,Ajmer,305813,7,2,0
9/9/2025,Rajasthan,Ajmer,305923,2,0,0
9/9/2025,Rajasthan,Ajmer,305925,3,2,0
8/9/2025,Rajasthan,Ajmer,305002,1,2,0
8/9/2025,Rajasthan,Ajmer,305023,3,0,0
8/9/2025,Rajasthan,Ajmer,305207,0,1,0
8/9/2025,Rajasthan,Ajmer,305403,5,0,0
8/9/2025,Rajasthan,Ajmer,305404,12,2,0
8/9/2025,Rajasthan,Ajmer,305623,10,6,0
8/9/2025,Rajasthan,Ajmer,305814,6,0,0
8/9/2025,Rajasthan,Ajmer,305925,2,0,0
10/9/2025,Rajasthan,Ajmer,305023,6,5,0
10/9/2025,Rajasthan,Ajmer,305025,5,1,0
10/9/2025,Rajasthan,Ajmer,305206,0,1,0
10/9/2025,Rajasthan,Ajmer,305403,7,1,0
10/9/2025,Rajasthan,Ajmer,305407,3,2,0
10/9/2025,Rajasthan,Ajmer,305412,8,3,0
10/9/2025,Rajasthan,Ajmer,305801,13,5,0
10/9/2025,Rajasthan,Ajmer,305802,3,4,0
10/9/2025,Rajasthan,Ajmer,305814,7,3,0
10/9/2025,Rajasthan,Ajmer,305927,2,1,0
11/9/2025,Rajasthan,Ajmer,305001,17,4,0
11/9/2025,Rajasthan,Ajmer,305022,4,2,0
11/9/2025,Rajasthan,Ajmer,305403,3,1,0
11/9/2025,Rajasthan,Ajmer,305404,6,2,0
11/9/2025,Rajasthan,Ajmer,305408,0,1,0
11/9/2025,Rajasthan,Ajmer,305412,7,2,0
11/9/2025,Rajasthan,Ajmer,305415,2,0,0
11/9/2025,Rajasthan,Ajmer,305601,9,1,0
11/9/2025,Rajasthan,Ajmer,305622,2,1,0
11/9/2025,Rajasthan,Ajmer,305901,16,2,0
14-09-2025,Rajasthan,Ajmer,305002,1,0,0
14-09-2025,Rajasthan,Ajmer,305005,1,1,0
14-09-2025,Rajasthan,Ajmer,305204,8,0,0
14-09-2025,Rajasthan,Ajmer,305207,5,0,0
14-09-2025,Rajasthan,Ajmer,305403,1,0,0
14-09-2025,Rajasthan,Ajmer,305415,2,0,0
14-09-2025,Rajasthan,Ajmer,305601,12,3,0
14-09-2025,Rajasthan,Ajmer,305624,0,2,0
14-09-2025,Rajasthan,Ajmer,305925,1,0,0
12/9/2025,Rajasthan,Ajmer,305005,15,4,0
12/9/2025,Rajasthan,Ajmer,305022,0,1,0
12/9/2025,Rajasthan,Ajmer,305201,1,0,0
12/9/2025,Rajasthan,Ajmer,305402,5,2,0
12/9/2025,Rajasthan,Ajmer,305404,2,0,0
12/9/2025,Rajasthan,Ajmer,305415,2,1,0
12/9/2025,Rajasthan,Ajmer,305621,5,2,0
12/9/2025,Rajasthan,Ajmer,305625,2,0,0
12/9/2025,Rajasthan,Ajmer,305628,1,0,0
12/9/2025,Rajasthan,Ajmer,305813,4,1,0
12/9/2025,Rajasthan,Ajmer,305926,4,3,0
13-09-2025,Rajasthan,Ajmer,305025,2,0,0
13-09-2025,Rajasthan,Ajmer,305204,1,3,0
13-09-2025,Rajasthan,Ajmer,305401,3,0,0
13-09-2025,Rajasthan,Ajmer,305622,1,0,0
13-09-2025,Rajasthan,Ajmer,305623,17,6,0
13-09-2025,Rajasthan,Ajmer,305815,0,1,0
13-09-2025,Rajasthan,Ajmer,305922,2,1,0
15-09-2025,Rajasthan,Ajmer,305003,2,0,0
15-09-2025,Rajasthan,Ajmer,305623,8,2,0
15-09-2025,Rajasthan,Ajmer,305801,8,4,0
15-09-2025,Rajasthan,Ajmer,305815,1,0,0
15-09-2025,Rajasthan,Ajmer,305901,20,3,0
16-09-2025,Rajasthan,Ajmer,305001,21,7,0
16-09-2025,Rajasthan,Ajmer,305022,1,1,0
16-09-2025,Rajasthan,Ajmer,305023,1,0,0
16-09-2025,Rajasthan,Ajmer,305025,5,0,0
16-09-2025,Rajasthan,Ajmer,305205,3,0,0
16-09-2025,Rajasthan,Ajmer,305401,3,0,0
16-09-2025,Rajasthan,Ajmer,305403,1,0,0
16-09-2025,Rajasthan,Ajmer,305404,4,0,1
16-09-2025,Rajasthan,Ajmer,305415,2,0,0
16-09-2025,Rajasthan,Ajmer,305623,6,4,0
16-09-2025,Rajasthan,Ajmer,305927,2,0,0
17-09-2025,Rajasthan,Ajmer,305204,4,0,0
17-09-2025,Rajasthan,Ajmer,305412,1,1,0
17-09-2025,Rajasthan,Ajmer,305621,3,0,0
17-09-2025,Rajasthan,Ajmer,305622,1,1,0
17-09-2025,Rajasthan,Ajmer,305813,1,0,0
17-09-2025,Rajasthan,Ajmer,305816,2,0,0
19-09-2025,Rajasthan,Ajmer,305004,0,1,0
19-09-2025,Rajasthan,Ajmer,305024,1,0,0
19-09-2025,Rajasthan,Ajmer,305206,2,0,0
19-09-2025,Rajasthan,Ajmer,305401,1,1,0
19-09-2025,Rajasthan,Ajmer,305404,1,0,0
19-09-2025,Rajasthan,Ajmer,305801,12,5,0
19-09-2025,Rajasthan,Ajmer,305802,2,0,0
19-09-2025,Rajasthan,Ajmer,305814,4,2,0
19-09-2025,Rajasthan,Ajmer,305925,4,0,0
18-09-2025,Rajasthan,Ajmer,305403,4,2,0
18-09-2025,Rajasthan,Ajmer,305621,2,0,0
18-09-2025,Rajasthan,Ajmer,305801,10,6,0
18-09-2025,Rajasthan,Ajmer,305802,3,2,0
18-09-2025,Rajasthan,Ajmer,305922,2,1,0
18-09-2025,Rajasthan,Ajmer,305923,1,1,0
18-09-2025,Rajasthan,Ajmer,305926,2,1,0
20-09-2025,Rajasthan,Ajmer,305022,3,0,0
20-09-2025,Rajasthan,Ajmer,305207,0,2,0
20-09-2025,Rajasthan,Ajmer,305403,1,1,0
20-09-2025,Rajasthan,Ajmer,305404,3,0,0
20-09-2025,Rajasthan,Ajmer,305601,2,0,0
20-09-2025,Rajasthan,Ajmer,305811,2,2,0
22-09-2025,Rajasthan,Ajmer,305404,0,1,0
22-09-2025,Rajasthan,Ajmer,305407,1,1,0
22-09-2025,Rajasthan,Ajmer,305811,5,1,0
21-09-2025,Rajasthan,Ajmer,305402,2,2,0
21-09-2025,Rajasthan,Ajmer,305901,1,0,0
25-09-2025,Rajasthan,Ajmer,305022,1,0,0
25-09-2025,Rajasthan,Ajmer,305204,1,0,0
25-09-2025,Rajasthan,Ajmer,305205,4,0,0
25-09-2025,Rajasthan,Ajmer,305206,1,1,0
25-09-2025,Rajasthan,Ajmer,305207,0,1,0
25-09-2025,Rajasthan,Ajmer,305406,3,1,0
25-09-2025,Rajasthan,Ajmer,305601,4,1,0
25-09-2025,Rajasthan,Ajmer,305622,5,1,0
25-09-2025,Rajasthan,Ajmer,305801,8,3,0
25-09-2025,Rajasthan,Ajmer,305814,2,1,0
25-09-2025,Rajasthan,Ajmer,305819,1,1,0
25-09-2025,Rajasthan,Ajmer,305901,10,4,0
25-09-2025,Rajasthan,Ajmer,305924,3,0,0
23-09-2025,Rajasthan,Ajmer,305202,1,0,0
23-09-2025,Rajasthan,Ajmer,305819,0,1,0
23-09-2025,Rajasthan,Ajmer,305925,2,1,0
24-09-2025,Rajasthan,Ajmer,305003,2,1,0
24-09-2025,Rajasthan,Ajmer,305022,1,1,0
24-09-2025,Rajasthan,Ajmer,305205,2,0,0
24-09-2025,Rajasthan,Ajmer,305405,2,0,0
24-09-2025,Rajasthan,Ajmer,305811,2,2,0
24-09-2025,Rajasthan,Ajmer,305926,3,1,0
29-09-2025,Rajasthan,Ajmer,305001,2,2,0
27-09-2025,Rajasthan,Ajmer,305024,1,0,0
27-09-2025,Rajasthan,Ajmer,305207,2,0,0
27-09-2025,Rajasthan,Ajmer,305816,1,0,0
28-09-2025,Rajasthan,Ajmer,305623,0,1,0
26-09-2025,Rajasthan,Ajmer,305022,0,1,0
26-09-2025,Rajasthan,Ajmer,305023,2,0,0
26-09-2025,Rajasthan,Ajmer,305205,0,1,0
26-09-2025,Rajasthan,Ajmer,305621,1,0,0
26-09-2025,Rajasthan,Ajmer,305623,4,2,0
26-09-2025,Rajasthan,Ajmer,305624,4,0,0
26-09-2025,Rajasthan,Ajmer,305628,2,0,0
26-09-2025,Rajasthan,Ajmer,305802,2,0,0
26-09-2025,Rajasthan,Ajmer,305922,1,0,0
26-09-2025,Rajasthan,Ajmer,305925,1,0,0
26-10-2025,Rajasthan,Ajmer,305022,1,0,0
26-10-2025,Rajasthan,Ajmer,305025,1,0,0
26-10-2025,Rajasthan,Ajmer,305407,1,0,0
26-10-2025,Rajasthan,Ajmer,305801,4,1,0
26-10-2025,Rajasthan,Ajmer,305811,0,1,0
26-10-2025,Rajasthan,Ajmer,305926,2,3,0
13-10-2025,Rajasthan,Ajmer,305004,2,0,0
13-10-2025,Rajasthan,Ajmer,305201,2,0,0
13-10-2025,Rajasthan,Ajmer,305204,4,0,0
13-10-2025,Rajasthan,Ajmer,305206,2,0,0
13-10-2025,Rajasthan,Ajmer,305407,4,1,0
13-10-2025,Rajasthan,Ajmer,305624,4,1,0
13-10-2025,Rajasthan,Ajmer,305801,7,0,0
13-10-2025,Rajasthan,Ajmer,305812,0,2,0
13-10-2025,Rajasthan,Ajmer,305816,0,1,0
13-10-2025,Rajasthan,Ajmer,305819,6,2,0
16-10-2025,Rajasthan,Ajmer,305004,1,0,0
16-10-2025,Rajasthan,Ajmer,305022,2,0,0
16-10-2025,Rajasthan,Ajmer,305023,2,0,0
16-10-2025,Rajasthan,Ajmer,305811,2,1,0
16-10-2025,Rajasthan,Ajmer,305926,0,1,0
15-10-2025,Rajasthan,Ajmer,305025,4,0,0
15-10-2025,Rajasthan,Ajmer,305407,3,1,0
15-10-2025,Rajasthan,Ajmer,305621,2,0,0
15-10-2025,Rajasthan,Ajmer,305801,5,6,0
15-10-2025,Rajasthan,Ajmer,305802,0,1,0
15-10-2025,Rajasthan,Ajmer,305814,1,0,0
15-10-2025,Rajasthan,Ajmer,305923,1,0,0
15-10-2025,Rajasthan,Ajmer,305926,4,4,0
17-10-2025,Rajasthan,Ajmer,305003,2,1,0
17-10-2025,Rajasthan,Ajmer,305024,1,0,0
17-10-2025,Rajasthan,Ajmer,305203,1,1,0
17-10-2025,Rajasthan,Ajmer,305801,16,1,0
17-10-2025,Rajasthan,Ajmer,305812,2,1,0
17-10-2025,Rajasthan,Ajmer,305815,2,1,0
17-10-2025,Rajasthan,Ajmer,305816,1,0,0
17-10-2025,Rajasthan,Ajmer,305923,3,1,0
17-10-2025,Rajasthan,Ajmer,305925,4,3,0
18-10-2025,Rajasthan,Ajmer,305204,1,1,0
18-10-2025,Rajasthan,Ajmer,305206,1,1,0
18-10-2025,Rajasthan,Ajmer,305811,3,1,0
18-10-2025,Rajasthan,Ajmer,305819,1,0,0
18-10-2025,Rajasthan,Ajmer,305901,6,2,0
19-10-2025,Rajasthan,Ajmer,305023,0,1,0
19-10-2025,Rajasthan,Ajmer,305025,3,0,0
19-10-2025,Rajasthan,Ajmer,305203,2,0,0
19-10-2025,Rajasthan,Ajmer,305403,1,0,0
19-10-2025,Rajasthan,Ajmer,305408,1,0,0
19-10-2025,Rajasthan,Ajmer,305622,1,0,0
19-10-2025,Rajasthan,Ajmer,305628,3,0,0
19-10-2025,Rajasthan,Ajmer,305802,3,0,0
19-10-2025,Rajasthan,Ajmer,305924,1,0,0
19-10-2025,Rajasthan,Ajmer,305926,3,1,0
21-10-2025,Rajasthan,Ajmer,305901,1,0,0
20-10-2025,Rajasthan,Ajmer,305415,2,0,0
20-10-2025,Rajasthan,Ajmer,305801,3,1,0
20-10-2025,Rajasthan,Ajmer,305811,1,0,0
20-10-2025,Rajasthan,Ajmer,305814,1,0,0
24-10-2025,Rajasthan,Ajmer,305404,2,0,0
25-10-2025,Rajasthan,Ajmer,305004,1,0,0
25-10-2025,Rajasthan,Ajmer,305206,1,0,0
25-10-2025,Rajasthan,Ajmer,305403,1,0,0
25-10-2025,Rajasthan,Ajmer,305405,1,1,0
25-10-2025,Rajasthan,Ajmer,305622,1,0,0
25-10-2025,Rajasthan,Ajmer,305901,2,1,0
25-10-2025,Rajasthan,Ajmer,305923,2,0,0
29-10-2025,Rajasthan,Ajmer,305001,4,2,0
29-10-2025,Rajasthan,Ajmer,305022,2,1,0
29-10-2025,Rajasthan,Ajmer,305624,1,0,0
29-10-2025,Rajasthan,Ajmer,305627,1,0,0
29-10-2025,Rajasthan,Ajmer,305801,4,1,0
27-10-2025,Rajasthan,Ajmer,305004,1,0,0
27-10-2025,Rajasthan,Ajmer,305415,1,1,0
27-10-2025,Rajasthan,Ajmer,305601,3,0,0
27-10-2025,Rajasthan,Ajmer,305623,2,1,0
27-10-2025,Rajasthan,Ajmer,305923,1,0,0
27-10-2025,Rajasthan,Ajmer,305924,2,0,0
28-10-2025,Rajasthan,Ajmer,305021,1,0,0
28-10-2025,Rajasthan,Ajmer,305023,1,0,0
28-10-2025,Rajasthan,Ajmer,305205,0,1,0
28-10-2025,Rajasthan,Ajmer,305402,1,1,0
28-10-2025,Rajasthan,Ajmer,305404,2,0,0
28-10-2025,Rajasthan,Ajmer,305407,1,0,0
28-10-2025,Rajasthan,Ajmer,305628,1,0,0
28-10-2025,Rajasthan,Ajmer,305812,1,0,0
3/11/2025,Rajasthan,Ajmer,305022,3,1,0
3/11/2025,Rajasthan,Ajmer,305811,1,0,0
3/11/2025,Rajasthan,Ajmer,305819,1,0,0
3/11/2025,Rajasthan,Ajmer,305923,0,1,0
5/11/2025,Rajasthan,Ajmer,305003,2,0,0
5/11/2025,Rajasthan,Ajmer,305004,2,0,0
5/11/2025,Rajasthan,Ajmer,305201,2,0,0
5/11/2025,Rajasthan,Ajmer,305207,3,0,0
5/11/2025,Rajasthan,Ajmer,305403,2,0,0
5/11/2025,Rajasthan,Ajmer,305408,3,0,0
5/11/2025,Rajasthan,Ajmer,305601,6,0,0
5/11/2025,Rajasthan,Ajmer,305621,2,0,0
5/11/2025,Rajasthan,Ajmer,305625,1,1,0
5/11/2025,Rajasthan,Ajmer,305813,2,0,0
5/11/2025,Rajasthan,Ajmer,305924,1,1,0
6/11/2025,Rajasthan,Ajmer,305025,8,0,0
6/11/2025,Rajasthan,Ajmer,305204,1,0,0
6/11/2025,Rajasthan,Ajmer,305405,1,0,0
6/11/2025,Rajasthan,Ajmer,305813,1,0,0
6/11/2025,Rajasthan,Ajmer,305815,1,0,0
6/11/2025,Rajasthan,Ajmer,305927,1,0,0
4/11/2025,Rajasthan,Ajmer,305001,1,0,0
7/11/2025,Rajasthan,Ajmer,305202,1,1,0
7/11/2025,Rajasthan,Ajmer,305407,2,0,0
7/11/2025,Rajasthan,Ajmer,305621,0,1,0
7/11/2025,Rajasthan,Ajmer,305801,8,2,0
7/11/2025,Rajasthan,Ajmer,305819,0,1,0
7/11/2025,Rajasthan,Ajmer,305901,14,2,0
7/11/2025,Rajasthan,Ajmer,305927,1,0,0
8/11/2025,Rajasthan,Ajmer,305004,1,0,0
8/11/2025,Rajasthan,Ajmer,305202,1,0,0
8/11/2025,Rajasthan,Ajmer,305404,1,0,0
8/11/2025,Rajasthan,Ajmer,305407,5,0,0
8/11/2025,Rajasthan,Ajmer,305412,2,1,0
8/11/2025,Rajasthan,Ajmer,305622,1,0,0
8/11/2025,Rajasthan,Ajmer,305813,2,0,0
8/11/2025,Rajasthan,Ajmer,305814,2,1,0
8/11/2025,Rajasthan,Ajmer,305924,1,0,0
9/11/2025,Rajasthan,Ajmer,305005,1,0,0
9/11/2025,Rajasthan,Ajmer,305024,1,0,0
9/11/2025,Rajasthan,Ajmer,305813,1,2,0
9/11/2025,Rajasthan,Ajmer,305814,2,2,0
10/11/2025,Rajasthan,Ajmer,305003,6,0,0
10/11/2025,Rajasthan,Ajmer,305022,2,1,0
10/11/2025,Rajasthan,Ajmer,305023,1,1,0
10/11/2025,Rajasthan,Ajmer,305405,1,0,0
10/11/2025,Rajasthan,Ajmer,305407,4,1,0
10/11/2025,Rajasthan,Ajmer,305624,1,1,0
10/11/2025,Rajasthan,Ajmer,305922,1,0,0
30-10-2025,Rajasthan,Ajmer,305001,26,9,0
30-10-2025,Rajasthan,Ajmer,305022,4,1,0
30-10-2025,Rajasthan,Ajmer,305204,1,2,0
30-10-2025,Rajasthan,Ajmer,305206,2,0,0
30-10-2025,Rajasthan,Ajmer,305405,4,0,0
30-10-2025,Rajasthan,Ajmer,305412,1,3,0
30-10-2025,Rajasthan,Ajmer,305415,2,0,0
30-10-2025,Rajasthan,Ajmer,305622,1,1,0
30-10-2025,Rajasthan,Ajmer,305812,2,1,0
31-10-2025,Rajasthan,Ajmer,305023,3,0,0
31-10-2025,Rajasthan,Ajmer,305024,1,0,0
31-10-2025,Rajasthan,Ajmer,305201,5,1,0
31-10-2025,Rajasthan,Ajmer,305202,2,2,0
31-10-2025,Rajasthan,Ajmer,305402,2,0,0
31-10-2025,Rajasthan,Ajmer,305404,1,1,0
31-10-2025,Rajasthan,Ajmer,305407,2,2,0
31-10-2025,Rajasthan,Ajmer,305623,4,1,0
31-10-2025,Rajasthan,Ajmer,305813,1,1,0
31-10-2025,Rajasthan,Ajmer,305901,10,0,0
2/11/2025,Rajasthan,Ajmer,305001,17,5,0
2/11/2025,Rajasthan,Ajmer,305003,7,0,0
2/11/2025,Rajasthan,Ajmer,305025,4,1,0
2/11/2025,Rajasthan,Ajmer,305201,0,1,0
2/11/2025,Rajasthan,Ajmer,305204,5,3,0
2/11/2025,Rajasthan,Ajmer,305206,1,1,0
2/11/2025,Rajasthan,Ajmer,305402,7,1,0
2/11/2025,Rajasthan,Ajmer,305407,3,1,0
2/11/2025,Rajasthan,Ajmer,305408,1,1,0
2/11/2025,Rajasthan,Ajmer,305625,1,0,0
2/11/2025,Rajasthan,Ajmer,305627,2,1,0
